concept,layer,direction,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9,logit_10
droopy,15,bottom,بوت, herum, रखने, വൃ, عليه, Bearing, nuestra, выпуск, 나서,培育,-67.3241,-65.3685,-59.5117,-59.3569,-58.6786,-58.4266,-58.1688,-58.1089,-58.0401,-57.7161
droopy,16,top,reaction, plea,resso, reação,response, reaction, effect, 반응, effets,effects,84.6259,82.1195,81.4286,81.1063,80.1459,78.3043,76.6478,75.6971,75.5663,75.4364
droopy,16,bottom, thưởng,값을, jamais,やすく, skal, Hogwarts, exhibition, pernah, boldly,จัด,-87.6041,-87.1530,-82.5049,-81.3132,-80.8142,-79.7643,-79.2388,-78.2986,-78.2971,-77.4942
droopy,17,top, delayed,delayed, plea, pending,Delayed, Delayed, Response, Waiting, affected,FFECT,111.3295,100.2809,98.5491,97.9548,97.0638,95.4287,94.7156,94.7129,94.5405,93.0073
droopy,17,bottom, piaci, використо, boldly, почина, scratch, thưởng, exhibition, treasure, skal, honed,-98.3304,-97.1372,-97.0268,-94.5811,-93.1315,-92.3815,-90.9415,-90.8959,-90.0881,-89.8727
droopy,18,top,ضا,最後まで, Responses,}^{\#, supplémentaires,Reaction,reaction, among, aún,ció,88.0887,85.7136,84.7065,82.2848,81.3756,80.7768,80.5414,79.5111,78.5888,77.1806
droopy,18,bottom, avoids, shouldn, використо,要有, utilizes, XE, hota, phải, تكون, justifies,-80.1916,-79.7879,-77.9287,-77.7226,-76.3086,-75.2207,-74.6895,-73.0492,-72.8533,-71.5171
droopy,19,top, Responses,Respond,Outputs, despair, Outputs, même, mesmos,UpdateRequest,Responses, responses,109.4244,106.4702,105.4414,104.6785,103.7168,103.2430,102.0651,101.8338,101.6029,101.5471
droopy,19,bottom, จัด,릭터,に見,有好,"\"",", aufgebaut,"=?,",트로,"{},",!\,-85.4161,-83.8530,-81.8834,-80.3458,-79.9949,-79.2484,-78.2556,-77.6225,-77.4690,-77.4012
droopy,20,top, mourning,getResponse,interrupt,Respond, grieving, Responses, unresponsive,UpdateRequest, emocional, plea,120.2802,111.5309,109.8008,109.6189,107.5066,107.1466,106.5617,106.0172,104.5563,104.4412
droopy,20,bottom, aufgebaut,见过,なっている, จัด,に見,唰, धमाल,트로,かっこ,จัด,-99.3351,-88.8434,-87.3455,-82.3744,-82.2485,-80.7902,-80.5779,-80.2153,-79.4217,-78.9448
droopy,21,top, Pensions, mourning, discharges, untimely,neither, último, neither, travaux, plead,UpdateRequest,101.8378,101.3149,101.0375,100.3279,99.3027,97.4501,97.2364,96.3949,95.7657,94.9601
droopy,21,bottom, aufgebaut, gebaut, bakalım,şı,我对,ään, nasıl, දක්,!\, pokaz,-77.6411,-77.6245,-75.2337,-71.6888,-70.8939,-68.7471,-68.4567,-66.0210,-65.4679,-64.8896
droopy,22,top, neither,neither, insufficient, Neither, Pensions, mourning,Neither, unwillingness,ingos, unresponsive,112.0664,109.4563,93.7946,87.9003,87.2501,84.7224,84.4987,84.4902,84.1474,83.1999
droopy,22,bottom, amazing, incredible, AMAZING,Amazing, fabulous, Amazing, fantastic, incroyable, धमाल, fantast,-98.7559,-95.9026,-95.6692,-85.5560,-85.5345,-85.2506,-84.7066,-83.9669,-83.9631,-83.1848
droopy,23,top, remained, insufficient,으로는, toiletries,ดังกล่าว, tampak,ctuations, terlihat, burdensome, delays,90.3795,85.8728,81.1583,79.2662,77.8055,77.2950,77.1624,74.8700,74.1275,71.7230
droopy,23,bottom, WHY, amazing,!, greatness,我要, yapacağız,sek,使い方,amazing,%!,-96.3105,-95.1161,-94.3027,-93.8997,-90.5382,-88.7053,-88.6894,-88.3556,-88.0837,-88.0297
droopy,24,top, unresponsive, unsuitable, inconven, merely, unable, unreachable, egli, neither, cumbersome, burdensome,102.8320,101.3179,101.2745,100.8105,100.7591,100.6845,99.0268,97.7906,96.4781,96.1271
droopy,24,bottom, 제가, 내가,我要, my,我对,我的, tôi,私が,私の, Tôi,-142.0734,-141.3710,-137.2519,-132.1542,-128.4382,-126.6933,-122.7542,-119.6450,-115.6166,-113.9092
droopy,25,top, unresponsive, unable, burdensome, inactivity, helplessly, weary, insufficient, neither, exhausted, sluggish,119.9235,119.3798,116.3993,116.3945,115.6554,114.2795,110.7473,110.2552,109.6518,108.9772
droopy,25,bottom,我要, 제가,我对, 내가, my,我的, quero, badass,私が, tôi,-130.9660,-128.8456,-126.8792,-115.9918,-115.0082,-108.8575,-101.5618,-100.8982,-100.7458,-98.5606
droopy,26,top, unresponsive, weary, egli, burdensome, fruitless, neither, himself, unable, cumbersome, insufficient,129.5910,125.7215,124.1224,120.8299,118.7201,118.3389,118.0324,116.0257,115.9978,115.4375
droopy,26,bottom, 제가, 내가,我要,我对, my,내가, tôi,我的,私が,我,-150.7472,-143.1445,-142.3680,-140.9227,-132.0711,-118.7540,-117.6243,-115.1286,-114.7581,-112.7421
droopy,27,top, himself, herself, weary, neither, insufficient, egli, unresponsive, cumbersome, exhausted, burdensome,121.0899,119.1227,117.0420,116.5478,115.1597,112.9047,112.8963,111.1856,110.9732,110.1974
droopy,27,bottom, 제가,我要, 내가, my,我对,我的, 我的,내가,私が, tôi,-151.9769,-148.7908,-147.1720,-141.5947,-140.9828,-125.7565,-125.7180,-123.7353,-120.5980,-118.5675
droopy,28,top, weary, inert, inactivity, neither, unable, fatigue, unresponsive, insufficient, merely, sluggish,125.6473,121.0187,118.7181,117.5605,117.3811,116.3508,115.4545,114.6165,111.6409,111.5145
droopy,28,bottom,我要,我对, 제가, 내가, my,我的, 我的,내가,我会,了我,-141.9955,-139.5596,-127.6814,-125.4292,-122.8430,-122.4121,-112.1285,-109.1027,-105.5558,-104.8309
droopy,29,top, weary, burdensome, himself, fatigue, burden,疲れ, inert, weighed, cumbersome, malaise,110.7598,97.0291,95.7207,95.0250,94.4887,92.5724,90.7450,88.9067,88.5683,86.2460
droopy,29,bottom,我对,我要, 제가, my,ляю, 내가,scatterplot, 我的,我的, tôi,-118.5455,-107.7184,-102.9332,-97.3225,-91.7779,-88.7499,-88.5930,-87.6972,-87.6367,-86.6056
droopy,30,top, weary,疲れ, burdensome, burden, fatigue, inert, burdens, Burden, drows,疲,115.9105,97.3816,96.8159,96.0003,95.5665,94.0156,89.7343,88.7358,88.6015,88.4783
droopy,30,bottom,我对, 제가,我要, my,ляю, 내가,我的,scatterplot, tôi, saya,-110.5505,-99.8331,-98.7175,-95.8319,-90.5876,-85.7295,-84.8478,-84.8429,-84.6555,-83.6729
droopy,31,top, weary, burden,疲れ, fatigue, inert, burdensome, burdens,疲, drains, Burden,113.1456,97.7467,96.0523,95.4338,91.1071,89.6356,89.0283,86.6251,85.8969,85.8722
droopy,31,bottom,我对, 제가, my,ляю,我要, 내가, Tôi, saya,我的,scatterplot,-114.5632,-100.4255,-96.6538,-93.7835,-92.2436,-83.6981,-83.1481,-83.1097,-82.4928,-82.4488
droopy,32,top, weary, weighed, burden, burdensome, inert, burdens, unable, weighs,疲れ, weight,114.2779,101.7471,94.8439,94.3252,90.3137,89.4464,89.3827,88.6586,88.4295,86.9919
droopy,32,bottom,我对, 제가,我要, my,ляю,我,大胆,firing, tôi, 내가,-103.3946,-93.4656,-91.1928,-88.9200,-84.9397,-81.1955,-80.8279,-80.7613,-80.1940,-80.0032
droopy,33,top, weary, weighed, withered, weighs, depleted, sluggish, pesante, burdensome, inert, sedentary,110.5097,101.7447,93.8255,93.5646,93.4307,92.2746,90.9892,90.8008,90.3995,88.1330
droopy,33,bottom,我对, 제가,我要,ляю,"!"";", I, my, 내가, exciting, Tôi,-88.3349,-87.9269,-86.8429,-85.5096,-82.9771,-81.5980,-80.8013,-80.3982,-79.9583,-79.4089
droopy,34,top, sluggish, unresponsive, тяже, weary, inactivity, nặng, burdensome, drains, depleted, drows,152.2035,150.7865,136.4194,135.2238,132.7906,127.6185,126.9601,125.5726,122.8997,120.6587
droopy,34,bottom,了我,我对, my, I,在我,我要, YOUR, 제가,!,"!""",-144.4224,-135.6931,-131.2430,-130.1744,-128.3922,-126.3179,-125.5870,-125.1099,-125.0057,-123.7524
dumbstruck,0,top,fowl,ię, ца,に, ቀ, пор, झाले, دیک,夕, Пор,72.9010,66.0457,58.0737,55.9823,55.8690,55.2627,54.8226,54.3817,53.5995,53.0654
dumbstruck,0,bottom,mour,IENT,льзу, infusions,Share, cháy,bait, ligation,r, infinity,-74.4287,-69.6687,-66.7051,-66.3096,-65.9231,-65.8934,-65.4028,-64.9576,-63.9538,-63.9136
dumbstruck,1,top,ến, ports,펠,Ć,Port, दाम, port, Ukrainians, пор, inelastic,69.5113,66.1730,65.3184,64.6090,64.2924,63.9129,63.5325,61.7353,61.1832,60.5269
dumbstruck,1,bottom,et,fton, وفا, PMI,Nh,/},etry,Pocket,ép,"}}""",-71.6726,-61.7051,-61.1102,-57.2919,-56.3558,-55.1652,-53.9684,-53.9553,-53.4895,-53.3339
dumbstruck,2,top, Feb,TempBuffer, ၁, slob,きの, bula,teachers, Ergebn, مہ, Luigi,63.1390,60.7447,59.3884,58.0064,57.9016,57.6702,57.0174,55.8832,55.8648,55.7875
dumbstruck,2,bottom, verm,raut,ниц,ląd,ウンド, Armour, चाह, route,raft, conc,-69.5251,-63.3894,-62.1531,-62.0912,-60.6934,-60.3665,-59.8220,-59.3979,-59.0251,-58.5294
dumbstruck,3,top,톰, lanzó,ぽ,发现了, 話, 表,ланти, awarding, karar,定める,63.4829,58.3414,56.9386,55.3942,55.2420,55.2184,54.9860,54.4989,54.3647,53.9124
dumbstruck,3,bottom,存,orso,udor," },",uddh,的公司, المنتج," %),",vest,&:,-76.6613,-72.0081,-71.9640,-71.7021,-70.4550,-69.7837,-69.6773,-69.6117,-68.3994,-68.2486
dumbstruck,4,top, lecturer, sprawling, gems, üzere, royals, committee, 表, tuition, CM, Confusion,78.8516,68.0318,65.5191,64.4957,63.8416,62.9120,62.5705,62.2338,61.7924,61.7259
dumbstruck,4,bottom,ामो,干,存,dry, vern,امي,""");", destro, להי,ue,-79.0689,-78.7794,-78.3623,-76.3406,-73.5581,-73.5578,-71.8947,-71.6674,-71.6420,-70.9969
dumbstruck,5,top, Jag,ところ,®, +(, students, lecturer,ownic,स्फोट, sophistic, conno,69.1610,68.9739,68.6700,67.4298,67.3162,65.6178,65.1871,63.7661,63.5284,62.6213
dumbstruck,5,bottom,ühle,振兴, pend, להי,pend,存,干,振,avr,ामो,-79.2448,-78.5435,-77.2791,-76.8610,-76.7756,-74.7101,-73.3645,-73.3398,-71.5506,-71.3504
dumbstruck,6,top,ところ,আ, Filter,(_, talaga, شک, realm, ra,ería,<_,82.0248,70.2865,69.9745,69.1529,67.5542,66.3885,65.9144,65.5610,65.5427,65.4630
dumbstruck,6,bottom, להי,नेटिक,Inputs, Já,存,Assets, pend,Relationships,引き,Tema,-74.6153,-68.2535,-63.9170,-61.8084,-61.7776,-61.7040,-61.6330,-59.7338,-59.2374,-58.5819
dumbstruck,7,top, چگونه, '^," ""=""","""^", siya,쭐,'@,"(""^"," ""^", (|,76.1600,73.0513,71.8337,70.8453,70.5177,69.9273,69.6186,69.2621,68.9427,68.2056
dumbstruck,7,bottom,नेटिक,upi, Gandh,}`,apunov, dip,teri,getReference,ちな, Ander,-71.4208,-68.2078,-62.9306,-61.3896,-59.8560,-58.8458,-58.5593,-58.1851,-58.0878,-57.6976
dumbstruck,8,top,seits, by, jemand, oleh, dell, cơn,面に, dlatego, we, realm,74.7556,72.8364,70.6134,69.1855,67.4695,65.1268,64.0770,63.7103,63.0863,62.9895
dumbstruck,8,bottom, Gandh,archar,ブロック, vitamina,renergic,ttier, Beatles,ilane,ystick, Navier,-89.8958,-71.2808,-70.4823,-70.3614,-69.6390,-69.3891,-68.3807,-68.0444,-67.8063,-67.5561
dumbstruck,9,top,放題, standard, terrain,ளம், ord, exotic, Stock,typename, ordered, Tech,73.4171,68.6054,66.8459,66.5283,64.8578,64.5574,63.9766,63.6803,62.9791,62.5181
dumbstruck,9,bottom,wet,uretic, married,sleeping,พูด, demethyl, poems,不會,GetInt,Poems,-84.5190,-80.2296,-78.8137,-78.7515,-77.5131,-76.6936,-76.6656,-76.4385,-75.8709,-74.9619
dumbstruck,10,top,ന്,ন্দে,CR, cro,ิตย์,stantial, crud,Sn, Tech,льно,69.0314,68.3737,65.9586,63.4034,62.3821,61.4512,61.0522,60.9229,60.3786,60.1968
dumbstruck,10,bottom,rain,inuation, rain,revista,ToInt, precipitation,notification,美人, beauties, moneys,-93.5841,-91.3571,-87.6341,-78.9569,-78.1876,-76.6908,-76.4090,-75.6297,-75.6212,-75.4005
dumbstruck,11,top, {@, :=,erme,ิตย์,={`${, empl,=${,ümler, لدى,èmes,83.5400,77.8068,76.3364,75.8564,75.6652,74.5508,73.4251,72.5204,70.1871,69.9056
dumbstruck,11,bottom, brillant, बुरी, jokes, २, veramente,发生, nitrates, bri, الغير, right,-62.7679,-62.0460,-61.6190,-60.5756,-59.8773,-59.6710,-59.1948,-58.6809,-58.4879,-57.4976
dumbstruck,12,top, trots,še, #,于,heits,няя,ercase, '#, `#,par,79.7379,75.6118,74.8467,74.3011,74.1954,73.0826,72.3200,71.7786,70.0338,69.9393
dumbstruck,12,bottom,فكير,考えて,[:],呗,cccc,trick,etet, kilowatt,把你,西哥,-76.8445,-76.1076,-71.9144,-69.1783,-66.6525,-65.9894,-65.9045,-65.6649,-65.3543,-65.0553
dumbstruck,13,top, oraz, serta, empre,而且, latest,auti,ისა,ubishi, iaitu, owner,83.5372,72.1144,71.0319,70.2516,69.2443,67.8452,67.3868,66.9727,66.5338,65.4549
dumbstruck,13,bottom,水量, Zones, zones,මාණය, cities,vain,cities,acity,ថា,全市,-75.7665,-75.3554,-74.2428,-73.5286,-72.2865,-70.0791,-69.8984,-69.2958,-68.8659,-68.6948
dumbstruck,14,top, at, Kla,})/,}}/, przy, subt, held,kla,под, bas,76.0349,66.9597,62.7346,62.0333,62.0186,60.5622,60.0618,59.7041,58.7827,56.8258
dumbstruck,14,bottom,agai, afectados,Matter, fossero, Czechoslovakia,透過,آن, fichero,faits,र्न,-77.1983,-75.8442,-75.8184,-75.3088,-74.9187,-74.6917,-74.3766,-73.5587,-73.1035,-72.5076
dumbstruck,15,top, interpreted, construed, exit,向,解读,exit, radius, defined, Radius,Radius,65.2102,64.6178,64.2218,62.9255,62.3697,62.3232,60.7606,60.3014,59.5748,59.3133
dumbstruck,15,bottom, itulah,这两个,these,率为, 몸, soupe, nueve,걔, høy,someone,-85.9721,-85.7323,-85.3145,-74.4826,-72.9317,-72.4760,-72.3095,-71.6110,-71.0822,-70.9706
dumbstruck,16,top,ient,不上,话,ทย์, EUA,តា, planets, দাদার,bsc,တာ,70.9499,70.9295,70.3888,67.0673,65.2722,61.5737,60.8622,60.2929,59.8153,59.3222
dumbstruck,16,bottom, cutaneous, extérieur,Dated, brewer, ചേർ,뿍, merits,setForeground, fortunately,typename,-83.1743,-78.9485,-76.8788,-76.7822,-73.7519,-73.4594,-72.6900,-72.4718,-72.0416,-71.8948
dumbstruck,17,top, revient, 됐다,长大,发达, entra, Jaw, plantas,źnie,JIM, situs,77.0844,72.4905,71.6814,69.2656,68.1280,67.6850,66.7584,66.7015,66.6068,66.5652
dumbstruck,17,bottom, Inf, introducing, Exterior,assador,typename, cutaneous, extérieur, দিবস, catchy,</footer>,-70.2585,-69.6483,-66.6081,-66.5094,-66.2896,-64.9668,-64.1651,-63.7126,-63.2898,-61.6209
dumbstruck,18,top,我想,aplan,ilung,、“,Cuánto,生態, ecologically,lepas," """,лоба,75.0865,72.4150,70.2879,69.1489,66.5198,66.0787,66.0160,65.5438,64.6335,64.5506
dumbstruck,18,bottom,śc,诞,say, tuj, introd, 각각,を作り, voici, tune,🥣,-77.1445,-73.8621,-73.5948,-71.8934,-71.6644,-70.8703,-70.8246,-70.0753,-70.0640,-68.1569
dumbstruck,19,top, blinking, remarks,Respond, REACT, pericard, notices,กลับ, excuses,ctuations, ponownie,90.8712,89.8374,88.4070,86.5505,86.2332,85.4461,84.8077,84.2087,84.0604,82.5926
dumbstruck,19,bottom,Surely, surely, Surely, supremum, integer, sicuramente, guaranteeing, berupa, zodat, انشاء,-100.4416,-85.9141,-77.6462,-76.7917,-72.5949,-72.2583,-71.7004,-70.6317,-69.9720,-69.7465
dumbstruck,20,top, Umgang, paroles, waving, interventions, episodes, ifades, ifad, Begriffe, tracts, términos,81.0503,80.6789,79.3258,77.9416,77.4985,76.3419,75.6632,75.3547,75.1713,74.7642
dumbstruck,20,bottom, supremum,sourceforge,Surely,>=, উদ্বোধন,omyel,롭,OTP,mogorov,สรร,-79.8066,-76.6575,-74.9587,-73.6320,-72.3463,-71.4135,-70.9693,-70.5158,-68.8070,-66.4934
dumbstruck,21,top, valuations,どう,ications, landmarks, preparing, stages, secteurs, Stages,ตรฐาน,pciones,80.3017,74.0428,73.2315,73.1506,72.8543,72.5477,70.2910,69.5762,69.3479,69.1561
dumbstruck,21,bottom, بلکہ,Surely, mà, supremum,라도,TypeOf, sino, sicuramente, của,liminf,-91.2045,-87.0451,-82.0980,-77.7132,-76.9755,-76.8284,-72.7750,-71.2080,-70.8614,-70.5473
dumbstruck,22,top, Begriffe, términos, neither, reverting, Neither, stages, ponownie, étapes, reverted, Terms,93.0207,91.2205,91.0674,90.4407,86.9128,86.7477,86.4006,86.1138,85.6283,84.9796
dumbstruck,22,bottom,gener,easy,even,universal,worthy, supremum, maravilh,infinity,completion,opens,-88.3401,-85.0626,-84.6656,-79.7012,-78.1670,-77.9243,-77.6939,-77.6240,-77.2974,-76.9058
dumbstruck,23,top, abruptly, suddenly, dość,Neither, strangely,arently, slumped, habits, accusations,يزات,97.4961,86.0735,83.3209,77.9635,76.1243,75.5885,75.5721,74.7863,74.2497,73.1731
dumbstruck,23,bottom,และความ, taylor,inclusive, necesaria, notwendig, necessário,에서의, 내가,会将, internalization,-96.4997,-90.6620,-88.0152,-86.5070,-85.0908,-82.2091,-80.5784,-80.0822,-78.7486,-77.9569
dumbstruck,24,top, horrified, halluc,fusc, bị, improperly, attempting, severely,试图, abruptly, violently,88.3129,87.7034,84.2761,83.8771,83.8556,83.1217,82.7688,82.3180,82.2456,81.9051
dumbstruck,24,bottom, generosity,更好, rewarding, enriching, generous, inspires, cherished, rewards, worthwhile,undance,-110.2235,-105.7605,-103.3276,-102.2994,-100.0382,-99.6038,-99.4461,-99.1256,-98.6119,-98.3508
dumbstruck,25,top, panicked, horrified, shocked, stunned, bị, abruptly, slumped, halluc, violently, scrambled,110.3286,110.0830,108.4191,106.7935,106.6462,98.6242,98.3362,98.1550,98.0010,97.3627
dumbstruck,25,bottom, generosity, inspires, enriching, harmonious, cherished, harmony, contentment, empowerment, everlasting, enrich,-118.0266,-109.8109,-106.4533,-103.1877,-102.3523,-101.8322,-101.1166,-100.7603,-99.3166,-99.1270
dumbstruck,26,top, horrified, shocked, slumped, violently, bị, abruptly, panicked, stunned, froze, staring,116.7295,103.4255,101.0296,98.9627,98.4872,98.0681,96.9059,95.6724,94.6465,89.4419
dumbstruck,26,bottom, enriching, generosity, inspires, everlasting, cherished, empowering, contentment, invigorating, enjoyable, harmonious,-116.6453,-114.6586,-111.3063,-108.5836,-104.9408,-103.5179,-103.2309,-103.1439,-101.9501,-99.4885
dumbstruck,27,top, horrified, slumped, froze, shocked, stunned, panicked, violently, scrambled, failed,ếc,111.9050,107.2598,104.0148,102.1976,98.5666,95.0596,92.6119,90.1813,89.6956,89.4526
dumbstruck,27,bottom, everlasting, enjoyable, inspires, generosity, contentment, invigorating, effortless, enriching, abundant, cherished,-110.1974,-109.4032,-107.7035,-106.0762,-104.5381,-102.9672,-102.7838,-102.3598,-100.2206,-98.5144
dumbstruck,28,top, horrified, panicked, shocked, froze, unable, slumped, severely, bị, paralyzed, staring,107.5391,103.5907,99.6517,99.1284,96.6405,96.3927,95.7627,94.9801,94.0720,93.3621
dumbstruck,28,bottom, mellow, generosity, camaraderie, enjoyable, transformative, harmonious, kindness, inspires, Kindness, harmony,-113.6210,-110.5070,-98.7415,-98.2474,-97.4925,-97.3758,-95.9291,-95.2546,-95.1136,-94.4389
dumbstruck,29,top, staring, froze, horrified, stared, violently, unable, frantically, paralyzed, involuntarily, collapsed,110.6839,102.8860,99.0922,97.2010,91.4044,91.2549,90.9190,88.5092,87.8988,87.0071
dumbstruck,29,bottom, warmth, quot, nurturing, enriching, generosity, douceur, cultivating, richness, everlasting, nourishing,-100.3527,-99.8686,-98.0546,-97.7337,-94.0873,-93.4823,-90.7982,-89.8013,-89.3495,-88.6993
dumbstruck,30,top, staring, horrified, froze, paralyzed, stared, unable, shocked, violently, Unable, frantically,109.9236,107.7330,104.5020,98.2369,97.9859,97.2454,90.6227,90.1425,89.5607,88.5897
dumbstruck,30,bottom, nurturing, warmth, generosity, enriching, quot, douceur, richness, nourishing, cultivating, kindness,-101.7110,-100.7057,-100.4278,-96.7166,-95.6411,-92.6248,-92.5670,-92.0734,-90.9197,-90.8594
dumbstruck,31,top, staring, horrified, froze, stared, paralyzed, unable, violently, Unable, frantically, scrambled,108.7599,106.9301,103.2887,102.8984,96.4168,93.5795,90.6094,88.8479,88.3012,88.1870
dumbstruck,31,bottom, nurturing, enriching, warmth, quot, douceur, nourishing, generosity, everlasting,洒,gent,-97.3869,-97.0241,-95.3869,-94.9940,-92.8283,-90.8443,-90.6890,-89.1288,-89.0633,-88.8340
dumbstruck,32,top, staring, horrified, paralyzed, stared, froze, blinked,จับ, shocked, unable, involuntarily,108.6676,105.1505,99.0692,98.8732,95.4183,94.9406,89.9276,88.8101,87.4718,86.4629
dumbstruck,32,bottom, enriching, nurturing, everlasting,renewal,gent, warmth,Renewal, nurture, quot,洒,-93.0111,-92.2782,-91.7542,-90.2702,-89.8290,-89.2485,-87.9170,-87.0374,-85.2005,-84.8763
dumbstruck,33,top, horrified, staring, paralyzed, froze, stared, blinked, involuntarily, shocked, unable, frantically,103.8734,102.9992,101.7978,97.6160,94.9820,93.9569,87.8381,84.6672,84.2037,84.1043
dumbstruck,33,bottom, warmth, enriching, nurturing, richness, nurture,renewal, douceur, enrich, generosity, renewal,-106.3147,-103.4172,-100.2897,-98.3141,-96.9611,-94.4215,-93.2883,-92.1248,-91.6882,-91.4328
dumbstruck,34,top, failed, incorrectly, abruptly, improperly, confused, crashed, froze, horrified, paralyzed, blinked,94.3312,94.2762,88.1647,86.4448,85.7256,84.6471,84.2490,82.9272,81.7882,81.6969
dumbstruck,34,bottom, inspires, celebrates, enjoyment,renewal, generosity, empowers, indulgence, enriching, invigorating, camaraderie,-137.2094,-131.9838,-131.8916,-130.5335,-130.2239,-128.4400,-127.7295,-127.1158,-124.0810,-123.0723
eager,0,top, amoureux, ක්, arme, dropping,亿美元, rápidos, tropics,룹,zl, Orlando,75.8145,74.6593,74.0536,70.2853,69.9250,64.9687,64.3424,62.8956,62.6064,62.3443
eager,0,bottom,UEL, cur,iados,unks,[++, delas,>(),଼,okar,TOM,-64.0469,-63.7526,-60.0617,-60.0069,-59.0513,-57.5089,-57.0222,-56.9915,-56.1776,-56.0070
eager,1,top, odometer, atl, tabuleiro,ductors, градусов,iyati, Länge,tbl,版, cond,75.0481,73.7025,70.7477,70.5380,65.1865,65.1550,63.2903,62.6479,61.7738,61.2417
eager,1,bottom,لها,et,ob,ลก,ie,ने, corne,气,us,lip,-82.2610,-67.1011,-63.5131,-59.8334,-58.9122,-58.9078,-58.8820,-58.4596,-57.8699,-57.5074
eager,2,top, eTo,表,霑,Arq, rebates, Flaxman, sót, keter, hra, occupiers,65.2024,65.1080,58.4684,58.1959,58.0729,57.5445,56.9049,56.4216,56.3610,56.2293
eager,2,bottom,axos,ilee,ak, trọng,์,ே,টি, несу,круг,ตร์,-74.6058,-73.6964,-72.9869,-71.8757,-70.4554,-69.7902,-68.3766,-66.7509,-66.5052,-65.6753
eager,3,top, gratuitos, nanom, periods, [+, leaflets,🍉,ствуйте, लियो,pertensive,óf,67.5279,65.7318,62.4172,61.4976,60.5630,60.5485,60.3985,60.3904,60.2127,59.9942
eager,3,bottom,TestAction,orent,дою,拾,itri, Manifesto, capac,ξύ,ARGB,orem,-70.2607,-69.5492,-67.2331,-65.3079,-64.0578,-63.8942,-63.3909,-62.7191,-62.5686,-62.4723
eager,4,top, گیا۔, הכ, 加, Просто,odings, گئی۔,篇, 코, Blatt, والاح,72.4898,69.8195,66.2823,65.7358,65.2062,64.8665,64.0544,63.7896,62.8640,62.8260
eager,4,bottom, yours, sponsored,itri, Yours,leder,iat, Myers,toUpperCase, monitors,取消,-73.5618,-69.4487,-65.7411,-64.9587,-64.9085,-64.4108,-63.0973,-62.8336,-62.3124,-62.2775
eager,5,top, 문제입니다, élytres, preoc,的处理,机, explanations, 문, की, présents,的结果,74.1557,73.5124,70.8947,70.0583,68.9286,67.9346,67.7516,67.5558,67.5266,67.0532
eager,5,bottom, ours, overseen,ค์, elevate,ients, yours,Offset, reorganize, Off,នា,-64.0848,-62.9036,-61.7363,-60.7066,-60.0657,-60.0376,-56.7537,-56.6213,-56.5657,-56.5397
eager,6,top, 문제입니다,有两种,问题的,的一种, defecto,$-,有两个,문제, 问题,领域的,94.9186,88.2615,85.1093,84.8344,83.4821,78.8189,78.0965,77.7522,76.9914,76.2398
eager,6,bottom, strengthen, reorganize, Ner, overseen,Mapper, renforc, marshal, headset, intrepid, overall,-66.9823,-66.4563,-58.9444,-58.3020,-58.2799,-57.3046,-56.8449,-56.8272,-56.4112,-55.9334
eager,7,top,henes, 일이, alış,hidupan, élytres, Ahí,죄, ప్రమా, incidences,하다고,92.4790,80.2689,80.0926,79.1857,78.3951,77.5973,76.6514,73.8675,72.6241,72.3428
eager,7,bottom, reorganize, overall, overseen,Overall,ós,saf, safely,reise, complete,리지,-65.2481,-61.7013,-60.6028,-60.3064,-59.0068,-57.4672,-56.7200,-56.5035,-56.0159,-53.5536
eager,8,top, 경우가, กรณี, कंपाउंड,กรณี, שהוא,というのが, 경우, bumpers, وهو, 중요하다,92.9665,78.7112,78.4042,77.7327,77.3318,76.4283,76.0627,76.0432,75.9450,75.5586
eager,8,bottom,idão,ภาค,cribe,ologies,Rest,ère, midst,OUSE, complete, precisely,-65.2666,-65.0170,-62.4077,-61.9374,-60.3906,-60.2402,-59.4135,-58.7838,-57.7657,-56.8102
eager,9,top, ane,โยชน์, Dominicana,在我, არის,يال,acci,yli,areti, Majesty,85.2028,75.1392,72.4837,72.2624,72.0102,71.9365,71.8770,69.8691,69.5532,69.5024
eager,9,bottom,Dispatch, Easily, easily, 맡,enet, Calling,rest,อากาศ, facilement,Coord,-74.6688,-73.9938,-73.7926,-72.6171,-71.4626,-65.8792,-63.6762,-63.5840,-63.2698,-62.6550
eager,10,top,auks,onesian,ostr, nanti, Отече,isms,دين, materi,unin,指導,87.8052,87.1806,85.2383,84.0925,82.9118,80.4550,77.9330,77.1042,76.1230,75.9034
eager,10,bottom, ');, contrad,contrad,)';,𝘵,ก่อ, contradictory, discord,🔺, introduce,-66.7454,-65.2612,-65.1257,-62.0458,-61.9008,-60.7607,-60.5308,-60.1478,-59.3438,-58.9805
eager,11,top,corsi,smanship, terl, Там,acar,那一,punten, nanti, géographique,में,89.2857,86.3102,85.1766,84.8126,81.3199,80.5684,80.0979,79.6743,79.4558,79.3716
eager,11,bottom, not, gây, pneumoniae,SOCK, sent, NOT, sends, Print, send, submits,-75.2417,-66.9112,-65.3010,-61.5064,-59.3827,-58.9364,-58.1498,-57.9815,-57.1768,-56.0583
